PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M1-23002,M1-23002.4500010706,1200000299,4/29/2024,4500010706,140000,FGA11ZX0200F20,STEEL PLATE,40,16,SHT,462256000,7396096000,16,,462256000,7396096000,0,16,,462256000,7396096000,0,22.03.2024,22.03.2024,0,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0063,ABS 063 Jeruk Abu,10,15,PC,2988000,44820000,15,,2988000,44820000,0,15,,2988000,44820000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0064,ABS 064 Jeruk Abu,20,15,PC,3534000,53010000,15,,3534000,53010000,0,15,,3534000,53010000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0067,ABS 067 Jeruk Abu,30,15,PC,7125000,106875000,15,,7125000,106875000,0,15,,7125000,106875000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0068,ABS 068 Jeruk Abu,40,15,PC,5931000,88965000,15,,5931000,88965000,0,15,,5931000,88965000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0069,ABS 069 Jeruk Abu,50,15,PC,5931000,88965000,15,,5931000,88965000,0,15,,5931000,88965000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0070,ABS 070 JERUK ABU,60,15,PC,5101500,76522500,15,,5101500,76522500,0,15,,5101500,76522500,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0071,ABS 071 JERUK ABU,70,15,PC,5193000,77895000,15,,5193000,77895000,0,15,,5193000,77895000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0072,ABS 072 JERUK ABU,80,15,PC,5250000,78750000,15,,5250000,78750000,0,15,,5250000,78750000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0073,ABS 073 Jeruk Abu,90,15,PC,7980000,119700000,15,,7980000,119700000,0,15,,7980000,119700000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0074,ABS 074 Jeruk Abu,100,15,PC,7980000,119700000,15,,7980000,119700000,0,15,,7980000,119700000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0075,ABS 075 Jeruk Abu,110,15,PC,5706000,85590000,15,,5706000,85590000,0,15,,5706000,85590000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0076,ABS 076 Jeruk Abu,120,15,PC,5565000,83475000,15,,5565000,83475000,0,15,,5565000,83475000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0080,ABS 080 Jeruk Abu,150,15,PC,3300000,49500000,15,,3300000,49500000,0,15,,3300000,49500000,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0081,ABS 081 Jeruk Abu,160,15,PC,7081500,106222500,15,,7081500,106222500,0,15,,7081500,106222500,0,26.12.2022,20.01.2023,25,Complete
M9-22008,M9-22008.9000000190,1200000170,1/12/2023,PON/GMB/1222/00062,20047,FGB566A0082,ABS 082 Jeruk Abu,170,15,PC,10416000,156240000,15,,10416000,156240000,0,15,,10416000,156240000,0,26.12.2022,20.01.2023,25,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0079,ABS 079 Jeruk Abu,140,15,PC,2071500,31072500,15,,2071500,31072500,0,15,,2071500,31072500,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0059B,ABS 059B Jeruk Abu,190,15,PC,1681500,25222500,15,,1681500,25222500,0,15,,1681500,25222500,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0079,ABS 079 Jeruk Abu,80,15,PC,2071500,31072500,15,,2071500,31072500,0,15,,2071500,31072500,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0059B,ABS 059B Jeruk Abu,130,15,PC,1681500,25222500,15,,1681500,25222500,0,15,,1681500,25222500,0,09.08.2023,29.08.2023,20,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,960,57,SET,2176143720,1.24E+11,15,,2176143720,32642155800,42,15,,2176143720,32642155800,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB463A170021,Perlengkapan P3K,1160,57,SET,45049950,2567847150,15,,45049950,675749250,42,15,,45049950,675749250,0,04.09.2023,30.04.2026,969,On Progress
M5-24001,M5-24001.7100001805,1200000339,10/11/2024,7100001805,140011,FG22D08GG00252HAW0,SEALANT,10,15,PC,2175000,32625000,15,,2175000,32625000,0,15,,2175000,32625000,0,26.01.2024,27.02.2024,32,Complete
M9-23004,M9-23004.9000000295,1200000261,10/17/2023,PON/GMB/1023/00020,20047,FGB566A0083,ABS 083 Jeruk Abu,10,14,PC,2100000,29400000,14,,2100000,29400000,0,0,,2100000,0,14,06.10.2023,18.10.2023,12,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0083,ABS 083 Jeruk Abu,10,14,PC,2100000,29400000,14,,2100000,29400000,0,14,,2100000,29400000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0063,ABS 063 Jeruk Abu,20,14,PC,2788800,39043200,14,,2788800,39043200,0,14,,2788800,39043200,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0064,ABS 064 Jeruk Abu,30,14,PC,3298400,46177600,14,,3298400,46177600,0,14,,3298400,46177600,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0067,ABS 067 Jeruk Abu,40,14,PC,6650000,93100000,14,,6650000,93100000,0,14,,6650000,93100000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0070,ABS 070 JERUK ABU,50,14,PC,4761400,66659600,14,,4761400,66659600,0,14,,4761400,66659600,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0071,ABS 071 JERUK ABU,60,14,PC,4846800,67855200,14,,4846800,67855200,0,14,,4846800,67855200,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0080,ABS 080 Jeruk Abu,100,14,PC,3080000,43120000,14,,3080000,43120000,0,14,,3080000,43120000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0081,ABS 081 Jeruk Abu,110,14,PC,6609400,92531600,14,,6609400,92531600,0,14,,6609400,92531600,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,160,14,PC,7269500,101773000,14,,7269500,101773000,0,14,,7269500,101773000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,170,14,PC,7269500,101773000,14,,7269500,101773000,0,14,,7269500,101773000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0077,ABS 077 JERUK ABU,70,13,PC,9027200,117353600,13,,9027200,117353600,0,13,,9027200,117353600,0,20.06.2023,20.06.2023,0,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,970,55,SET,2099787800,1.15E+11,13,,2099787800,27297241400,42,13,,2099787800,27297241400,0,04.09.2023,30.04.2026,969,On Progress
M3-23001,M3-23001.9000000195,1200000209,2/24/2023,POIMST/0223/00046,140002,FGB52TD0213,"ADAPTER G 1 1/4"" X R 1 1/4""",40,12,PC,3430800,41169600,12,,3430800,41169600,0,12,,3430800,41169600,0,15.02.2023,14.03.2023,27,Complete
M9-23004,M9-23004.9000000231,1200000225,5/5/2023,PON/GMB/0523/00005,20047,FGB566A0078,ABS 078 Jeruk Abu,120,12,PC,2578800,30945600,12,,2578800,30945600,0,12,,2578800,30945600,0,03.05.2023,17.05.2023,14,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0093,ABS 093 JERUK ABU,180,12,PC,8937000,107244000,12,,8937000,107244000,0,12,,8937000,107244000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0094,ABS 094 JERUK ABU,190,12,PC,8895000,106740000,12,,8895000,106740000,0,12,,8895000,106740000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0095,ABS 095 JERUK ABU,200,12,PC,2427000,29124000,12,,2427000,29124000,0,12,,2427000,29124000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0096,ABS 096 JERUK ABU,210,12,PC,2514000,30168000,12,,2514000,30168000,0,12,,2514000,30168000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0097,ABS 097 JERUK ABU,220,12,PC,4314000,51768000,12,,4314000,51768000,0,12,,4314000,51768000,0,20.06.2023,20.06.2023,0,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB84QA00041,PEMADAM API CF-21 KAP 3KG,600,57,PC,93641310,5337554670,12,,93641310,1123695720,45,12,,93641310,1123695720,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB84QA00041,PEMADAM API CF-21 KAP 3KG,610,55,PC,90355650,4969560750,12,,90355650,1084267800,43,12,,90355650,1084267800,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB762A17005,Folding Seat,1150,12,PC,19794840,237538080,12,,19794840,237538080,0,12,,19794840,237538080,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BC0205,Stopper motor,1240,12,SET,19674960,236099520,12,,19674960,236099520,0,12,,19674960,236099520,0,04.09.2023,30.04.2026,969,Complete
M1-22028,M1-22028.4500009943,1200000196,1/25/2023,4500009943,140000,FGB40AD0030,Motor Cooling System,10,34,SET,76806000,2611404000,11,,76806000,844866000,23,0,,76806000,0,11,03.01.2023,28.02.2023,56,On Progress
M1-22028,M1-22028.4500009943,1200000196,1/25/2023,4500009943,140000,FGB52TH2126,Expansion Tank,20,34,PC,6902000,234668000,11,,6902000,75922000,23,0,,6902000,0,11,03.01.2023,28.02.2023,56,On Progress
M1-22028,M1-22028.4500009943,1200000196,1/25/2023,4500009943,140000,FGB40AD0031,Battery Cooling System,30,34,SET,831062000,28256108000,11,,831062000,9141682000,23,0,,831062000,0,11,03.01.2023,28.02.2023,56,On Progress
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0063,ABS 063 Jeruk Abu,20,11,PC,2191200,24103200,11,,2191200,24103200,0,11,,2191200,24103200,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0064,ABS 064 Jeruk Abu,30,11,PC,2591600,28507600,11,,2591600,28507600,0,11,,2591600,28507600,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0067,ABS 067 Jeruk Abu,40,11,PC,5225000,57475000,11,,5225000,57475000,0,11,,5225000,57475000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0068,ABS 068 Jeruk Abu,50,11,PC,4349400,47843400,11,,4349400,47843400,0,11,,4349400,47843400,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0069,ABS 069 Jeruk Abu,60,11,PC,4349400,47843400,11,,4349400,47843400,0,11,,4349400,47843400,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0072,ABS 072 JERUK ABU,90,11,PC,3850000,42350000,11,,3850000,42350000,0,11,,3850000,42350000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0073,ABS 073 Jeruk Abu,100,11,PC,5852000,64372000,11,,5852000,64372000,0,11,,5852000,64372000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0074,ABS 074 Jeruk Abu,110,11,PC,5852000,64372000,11,,5852000,64372000,0,11,,5852000,64372000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0075,ABS 075 Jeruk Abu,120,11,PC,4184400,46028400,11,,4184400,46028400,0,11,,4184400,46028400,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0076,ABS 076 Jeruk Abu,130,11,PC,4081000,44891000,11,,4081000,44891000,0,11,,4081000,44891000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0081,ABS 081 Jeruk Abu,180,11,PC,5193100,57124100,11,,5193100,57124100,0,11,,5193100,57124100,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000231,1200000225,5/5/2023,PON/GMB/0523/00005,20047,FGB566A0067,ABS 067 Jeruk Abu,40,11,PC,5225000,57475000,11,,5225000,57475000,0,11,,5225000,57475000,0,03.05.2023,17.05.2023,14,Complete
M9-23004,M9-23004.9000000231,1200000225,5/5/2023,PON/GMB/0523/00005,20047,FGB566A0081,ABS 081 Jeruk Abu,150,11,PC,5193100,57124100,11,,5193100,57124100,0,11,,5193100,57124100,0,03.05.2023,17.05.2023,14,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGA52YP0307,Cable Protection,1020,57,SET,828412521,47219513697,11,,828412521,9112537731,46,11,,828412521,9112537731,0,04.09.2023,30.04.2026,969,On Progress
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB40AE1701P02,Septic tank for left version,20,11,SET,268082430,2948906730,11,,268082430,2948906730,0,11,,268082430,2948906730,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB40AE1701P03,Septic tank for right version,30,11,SET,268082430,2948906730,11,,268082430,2948906730,0,11,,268082430,2948906730,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB47FA0016,Mechanical brake force transmission,80,11,SET,869658020,9566238220,11,,869658020,9566238220,0,11,,869658020,9566238220,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50JA0701P01,Floor Sub-structure,90,11,SET,781682000,8598502000,11,,781682000,8598502000,0,11,,781682000,8598502000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50AK0702,External addition,130,11,SET,99795300,1097748300,11,,99795300,1097748300,0,11,,99795300,1097748300,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50JA0110,Insulation,140,11,SET,583686840,6420555240,11,,583686840,6420555240,0,11,,583686840,6420555240,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50AF1048P01,Panel Interior Partisi Ujung 1 Luxury,150,11,SET,238348000,2621828000,11,,238348000,2621828000,0,11,,238348000,2621828000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50AF1048P03,Panel Interior Partisi Ujung 2 Luxury,160,11,SET,238348000,2621828000,11,,238348000,2621828000,0,11,,238348000,2621828000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB762A17005,Folding Seat,170,11,PC,18145270,199597970,11,,18145270,199597970,0,11,,18145270,199597970,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50BA7203,Kursi attendant,180,11,SET,33000000,363000000,11,,33000000,363000000,0,11,,33000000,363000000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50CA1302,Toilet Duduk (Right Side),200,11,SET,2826998900,31096987900,11,,2826998900,31096987900,0,11,,2826998900,31096987900,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50CA1303,Toilet Duduk (Left Side),210,11,SET,2826998900,31096987900,11,,2826998900,31096987900,0,11,,2826998900,31096987900,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50AB1702,Mini Pantry,220,11,SET,151065200,1661717200,11,,151065200,1661717200,0,11,,151065200,1661717200,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB84QA00041,PEMADAM API CF-21 KAP 3KG,250,11,PC,18073000,198803000,11,,18073000,198803000,0,11,,18073000,198803000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50EB2802,Evacuation Line (safety line),260,11,SET,49849910,548349010,11,,49849910,548349010,0,11,,49849910,548349010,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB463A170021,Perlengkapan P3K,270,11,SET,8694400,95638400,11,,8694400,95638400,0,11,,8694400,95638400,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2008P01,Box stop blok,280,11,SET,21065000,231715000,11,,21065000,231715000,0,11,,21065000,231715000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2013P02,Box P3K,290,11,SET,41393000,455323000,11,,41393000,455323000,0,11,,41393000,455323000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2013P03,Janitor,300,11,SET,91971000,1011681000,11,,91971000,1011681000,0,11,,91971000,1011681000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2013P04,Panel distribusi,310,11,SET,65109000,716199000,11,,65109000,716199000,0,11,,65109000,716199000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2013P06,Panel Multimedia,330,11,SET,53900000,592900000,11,,53900000,592900000,0,11,,53900000,592900000,0,18.10.2023,16.02.2024,121,Complete
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50BN0007,"Train Marking (Name plate, panel marking",340,11,SET,39248000,431728000,11,,39248000,431728000,0,11,,39248000,431728000,0,18.10.2023,16.02.2024,121,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0063,ABS 063 Jeruk Abu,20,10,PC,1992000,19920000,10,,1992000,19920000,0,0,,1992000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0064,ABS 064 Jeruk Abu,30,10,PC,2356000,23560000,10,,2356000,23560000,0,0,,2356000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0067,ABS 067 Jeruk Abu,40,10,PC,4750000,47500000,10,,4750000,47500000,0,0,,4750000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0070,ABS 070 JERUK ABU,50,10,PC,3401000,34010000,10,,3401000,34010000,0,0,,3401000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0071,ABS 071 JERUK ABU,60,10,PC,3462000,34620000,10,,3462000,34620000,0,0,,3462000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0080,ABS 080 Jeruk Abu,90,10,PC,2200000,22000000,10,,2200000,22000000,0,0,,2200000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0081,ABS 081 Jeruk Abu,100,10,PC,4721000,47210000,10,,4721000,47210000,0,0,,4721000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0082,ABS 082 Jeruk Abu,120,10,PC,6944000,69440000,10,,6944000,69440000,0,0,,6944000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0090,ABS 090 Jeruk Abu,150,10,PC,3750000,37500000,10,,3750000,37500000,0,0,,3750000,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,160,10,PC,5192500,51925000,10,,5192500,51925000,0,0,,5192500,0,10,15.07.2023,01.08.2023,17,Complete
M9-23004,M9-23004.9000000265,1200000254,9/4/2023,PON/GMB/0723/00036,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,170,10,PC,5192500,51925000,10,,5192500,51925000,0,0,,5192500,0,10,15.07.2023,01.08.2023,17,Complete
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB42EG0820,BOLT_HEX_FLANGE_SERRATED,30,10,PC,30240,302400,10,,30240,302400,0,0,,30240,0,10,06.06.2024,12.07.2024,36,Complete
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB42EG1220,SETSCREW_HEX HEAD (FULL THREAD),220,10,PC,94720,947200,10,,94720,947200,0,0,,94720,0,10,06.06.2024,12.07.2024,36,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0078,ABS 078 Jeruk Abu,130,10,PC,2149000,21490000,10,,2149000,21490000,0,10,,2149000,21490000,0,01.03.2023,18.03.2023,17,Complete
